id,cca3,city,temperature,windspeed,time,raw_json,timestamp
46,CRI,Costa Rica,20.7,9.2,2025-08-02T00:30,"{""time"": ""2025-08-02T00:30"", ""is_day"": 0, ""interval"": 900, ""windspeed"": 9.2, ""temperature"": 20.7, ""weathercode"": 3, ""winddirection"": 101}",2025-08-02 06:38:33
