id,cca3,city,temperature,windspeed,time,raw_json,timestamp
36,MYS,Malaysia,27.4,0.8,2025-08-02T14:30,"{""time"": ""2025-08-02T14:30"", ""is_day"": 1, ""interval"": 900, ""windspeed"": 0.8, ""temperature"": 27.4, ""weathercode"": 95, ""winddirection"": 153}",2025-08-02 06:32:53
