id,cca3,city,temperature,windspeed,time,raw_json,timestamp
34,CRI,Costa Rica,20.8,9.1,2025-08-02T00:15,"{""time"": ""2025-08-02T00:15"", ""is_day"": 0, ""interval"": 900, ""windspeed"": 9.1, ""temperature"": 20.8, ""weathercode"": 3, ""winddirection"": 99}",2025-08-02 06:29:59
