id,cca3,city,temperature,windspeed,time,raw_json,timestamp
49,CAN,Canada,14.9,3.6,2025-08-02T01:45,"{""time"": ""2025-08-02T01:45"", ""is_day"": 0, ""interval"": 900, ""windspeed"": 3.6, ""temperature"": 14.9, ""weathercode"": 3, ""winddirection"": 307}",2025-08-02 06:55:33
