id,cca3,city,temperature,windspeed,time,raw_json,timestamp
40,HND,Honduras,20.6,2.6,2025-08-02T00:30,"{""time"": ""2025-08-02T00:30"", ""is_day"": 0, ""interval"": 900, ""windspeed"": 2.6, ""temperature"": 20.6, ""weathercode"": 2, ""winddirection"": 344}",2025-08-02 06:36:08
