id,cca3,city,temperature,windspeed,time,raw_json,timestamp
24,HND,Honduras,20.8,2.6,2025-08-02T00:15,"{""time"": ""2025-08-02T00:15"", ""is_day"": 0, ""interval"": 900, ""windspeed"": 2.6, ""temperature"": 20.8, ""weathercode"": 2, ""winddirection"": 344}",2025-08-02 06:25:11
