id,cca3,city,temperature,windspeed,time,raw_json,timestamp
18,MDA,Moldova,24.4,7.1,2025-08-02T09:15,"{""time"": ""2025-08-02T09:15"", ""is_day"": 1, ""interval"": 900, ""windspeed"": 7.1, ""temperature"": 24.4, ""weathercode"": 1, ""winddirection"": 30}",2025-08-02 06:22:28
