id,cca3,city,temperature,windspeed,time,raw_json,timestamp
32,USA,United States,18.0,10.3,2025-08-02T01:15,"{""time"": ""2025-08-02T01:15"", ""is_day"": 0, ""interval"": 900, ""windspeed"": 10.3, ""temperature"": 18.0, ""weathercode"": 2, ""winddirection"": 61}",2025-08-02 06:28:58
