id,cca3,city,temperature,windspeed,time,raw_json,timestamp
6,COM,Comoros,24.0,31.3,2025-08-02T09:00,"{""time"": ""2025-08-02T09:00"", ""is_day"": 1, ""interval"": 900, ""windspeed"": 31.3, ""temperature"": 24.0, ""weathercode"": 2, ""winddirection"": 172}",2025-08-02 06:11:48
