id,cca3,city,temperature,windspeed,time,raw_json,timestamp
26,NIC,Nicaragua,24.0,4.8,2025-08-02T00:15,"{""time"": ""2025-08-02T00:15"", ""is_day"": 0, ""interval"": 900, ""windspeed"": 4.8, ""temperature"": 24.0, ""weathercode"": 80, ""winddirection"": 48}",2025-08-02 06:25:21
