id,cca3,city,temperature,windspeed,time,raw_json,timestamp
14,ZWE,Zimbabwe,13.2,17.2,2025-08-02T08:15,"{""time"": ""2025-08-02T08:15"", ""is_day"": 1, ""interval"": 900, ""windspeed"": 17.2, ""temperature"": 13.2, ""weathercode"": 2, ""winddirection"": 116}",2025-08-02 06:19:04
