id,cca3,city,temperature,windspeed,time,raw_json,timestamp
31,USA,United States,18.0,10.0,2025-08-02T01:15,"{""time"": ""2025-08-02T01:15"", ""is_day"": 0, ""interval"": 900, ""windspeed"": 10.0, ""temperature"": 18.0, ""weathercode"": 2, ""winddirection"": 64}",2025-08-02 06:28:52
